0.435921657	3.176818415	0.268273775	-0.018626884	0.509386072	0.637946503	0.871160248	-0.185583453	0.980773014	-0.098843281	0.644049113	0.110793596
0.144939316	-0.630401671	0.348119207	0.902910762	0.487676412	-0.158321864	1.998011747	0.200020847	0.04796421	0.498601913	0.121256329	0.08697336
0.165040148	1.414020451	0.294234733	-0.870706128	1.135343959	0.435096841	-2.05304042	0.447072528	0.667218083	0.306455168	0.560645844	0.116882732
-0.312973334	0.118108762	0.24209921	-1.220203769	0.959835727	0.776353676	-1.978819986	0.787295593	0.826881032	0.845416559	-0.125857268	-0.047370592
-0.073415844	0.868266397	-0.001472668	0.857990767	0.557571769	0.252732801	-1.081750749	-0.382490406	0.208498968	2.042757502	0.342136212	-0.045956603
-0.324853988	-0.32012114	0.620992122	-0.244433133	0.228635466	-0.210928009	-0.840085946	0.139681364	0.705514383	0.172520465	-2.3272922	-0.034781575
-0.040410815	-0.128496337	1.064003553	0.215574837	0.058395544	-0.298723231	-0.47983427	0.486769973	0.159857592	0.460387135	-0.122199072	-0.053252268
-0.227054457	0.540710476	-0.434951806	0.264122397	0.199049627	-0.279241199	-0.024210091	-0.747235372	0.014401177	0.417485516	-2.009024819	-0.024825053
-0.147792871	0.413829897	0.265892785	0.638201861	-0.137230541	0.208510536	-1.436307326	0.338813172	0.062735301	-1.175981092	-0.958293883	-0.069181083
-0.017701073	0.213291486	0.239737373	0.268615133	-0.231774227	0.023428923	0.081851625	-0.462573401	-0.056987531	-0.361734279	-0.362436339	0.043883143
-0.079030329	-0.014630309	0.125608794	0.159647227	-0.319060462	0.594432613	0.001482308	0.332562497	-0.363580415	0.198227317	0.11340553	0.032911573
-0.161381359	-0.433900833	0.001862702	1.096637703	1.157784332	0.557154236	-1.314639264	2.318303245	0.088204701	-0.240781544	-1.067622327	0.021177861
-0.061707907	-0.001182058	-0.050349164	0.465740056	0.260494653	0.108970231	1.437056924	-0.013175051	0.104170368	0.339591693	-0.755570357	0.012377865
0.044445442	-0.375803289	0.283166892	0.353508172	-2.32994299	-0.375556526	1.743373852	0.722782019	-0.189867173	0.260899089	-0.133771204	0.000499936
0.218518358	-0.255048651	-0.096759621	1.080251601	-0.316046112	0.013530953	2.225249837	1.09960567	0.122584084	0.626760119	1.12871129	-0.006234746
0.382637273	-0.179914715	-0.014306647	0.571906418	0.664661225	0.388138405	-0.127112884	0.937942609	0.301634827	0.425111224	2.027740902	0.030449584
0.218336212	-0.493582044	-0.037964264	0.407640845	0.254978777	0.173564655	-0.085964655	-0.766092734	0.002317718	0.047668371	1.271753139	0.051976977
0.008620758	0.033137125	0.046025153	0.242860555	-0.111325164	0.418284496	0.652305275	-0.387377169	0.21922732	0.279278633	-0.380514303	0.007586608
0.039435196	0.009557418	0.393921099	0.736822501	-0.441133106	0.281786882	-0.153871875	0.275586399	-0.267136957	0.486030478	0.191000244	-0.022164379
