141.3526	152.4952	159.3458	161.7085	165.9468	171.0358	176.3172	181.2036	190.2775	191.9292	187.5205	180.1778	179.5063	188.6917	192.9914	196.3233	202.8772	211.2595	217.2131	211.2859	210.7665	215.6694	222.8963	230.7654	233.8295	238.4646	240.9296	239.6853	246.4789	253.62	249.9152	250.6887	263.9537	270.0757	271.558	268.3847	270.1304	272.4562	262.2086	264.8491	271.6775	268.4594	271.6728	279.8797
8.7039	8.8384	8.5005	8.4393	7.6323	8.0817	8.3756	8.6743	9.1735	9.4784	9.6291	8.8296	9.1294	9.6049	9.5827	10.0126	10.3344	11.6978	13.1124	14.0094	14.325	15.4909	15.876	17.0693	18.3418	20.316	22.749	23.5558	25.0279	25.1678	24.6974	25.5676	25.8333	27.5115	28.3639	29.5235	30.6223	30.329	29.5226	30.8476	33.6096	37.2072	38.6945	36.1028
42.9727	47.536	52.5559	55.9351	59.1445	63.29	68.4412	76.533	83.9647	95.1144	101.5582	106.2865	100.0723	104.5603	108.6147	105.6683	111.1343	112.4916	117.5134	123.6809	129.85	130.933	133.1345	136.1307	131.7794	134.6844	141.7275	145.68	149.8851	149.9951	155.2932	156.0578	165.3355	167.1362	178.6293	182.7001	181.5072	179.6609	179.8879	174.7627	183.617	191.7078	192.0976	187.9795
1587.4697	1666.7837	1729.9411	1691.4967	1653.5462	1766.2061	1824.8058	1878.2619	1874.0424	1804.6784	1754.85	1681.6673	1683.0963	1755.3209	1774.0239	1771.2441	1846.7687	1919.257	1947.4728	1915.051	1930.6164	1969.3609	2003.8446	2041.287	2067.3172	2113.2527	2134.5174	2152.6812	2210.8964	2273.3441	2230.7046	2255.9436	2261.1696	2307.768	2318.7709	2296.8249	2337.0017	2277.0805	2164.8203	2215.2236	2190.4177	2156.9759	2182.5831	2216.1866
1780.4989	1875.6532	1950.3432	1917.5796	1886.2698	2008.6136	2077.9398	2144.6728	2157.458	2101.2004	2053.5578	1976.9611	1971.8043	2058.1779	2085.2127	2083.2483	2171.1146	2254.7059	2295.3117	2264.0272	2285.558	2331.4542	2375.7515	2425.2524	2451.2679	2506.7177	2539.9235	2561.6023	2632.2883	2702.1269	2660.6105	2688.2576	2716.2921	2772.4914	2797.3221	2777.4332	2819.2615	2759.5266	2636.4393	2685.6831	2679.3218	2654.3501	2685.048	2720.1487
51.6138	53.1719	57.0559	58.9288	60.3772	61.8252	66.2936	66.4721	67.9814	69.6031	70.0774	73.1199	70.008	72.3062	72.5334	74.0649	77.6174	77.7483	84.0905	86.3751	85.1718	86.7615	90.9415	90.8782	92.6953	98.7619	101.2806	103.9144	106.1814	108.1008	105.7421	109.4512	110.7928	112.675	113.4784	118.1714	122.2236	126.7444	127.1687	127.6325	128.3486	126.7456	126.4737	125.2353
5.7394	5.5289	7.7637	5.8521	7.0232	6.473	6.4546	6.8243	7.594	7.823	7.2819	7.894	7.3641	7.6049	7.5728	9.0376	9.9547	10.8907	11.245	11.4658	11.5041	13.2223	13.861	14.7846	15.5052	15.9445	16.8143	17.2307	16.7686	18.2345	19.1434	18.8086	19.7299	19.215	18.4441	20.3316	20.809	22.8702	21.5127	23.1943	23.1435	24.2674	23.1316	22.6959
267.5285	285.8754	320.3687	322.1408	305.0543	324.4197	330.1918	333.0133	352.7144	344.5227	336.9872	336.4672	336.7728	362.1921	362.8945	366.9739	371.6591	397.5946	412.528	438.6999	443.0481	453.4289	456.3707	481.2201	493.7272	504.0939	509.4175	499.9913	507.9454	518.0055	509.6473	508.7576	504.8928	521.0363	519.139	518.3052	513.6238	494.1227	471.0223	498.6107	461.581	451.4701	454.6765	441.7448
16.9711	18.4701	21.5617	23.4268	24.4615	27.1819	31.5334	34.576	39.9243	41.2573	40.5206	43.0821	46.6545	50.795	53.1333	60.8855	65.7484	74.0176	78.8405	92.9123	99.8678	110.8723	124.372	132.0679	144.7545	157.2812	171.2303	156.3389	172.8875	188.158	191.059	198.7012	202.7516	208.3256	210.288	213.7353	222.2402	227.1124	229.2699	250.0247	260.4989	263.4749	263.8276	268.4131
6.8275	7.6	7.8831	8.716	8.5472	9.1097	9.5325	9.4629	8.8123	8.9848	8.9059	9.5092	9.8435	10.4913	11.1971	11.2455	11.3064	11.852	12.6908	12.8343	13.1549	13.4504	14.174	14.6798	14.8908	15.4178	16.1036	15.8813	16.5213	17.0905	17.1038	17.1261	16.9046	17.3296	16.9289	16.9364	17.1254	17.3916	17.5255	18.3821	18.3121	19.2097	19.3689	20.5637
348.6803	370.6464	414.6332	419.0644	405.4634	429.0095	444.0058	450.3485	477.0265	472.1909	463.7731	470.0724	470.6428	503.3896	507.3311	522.2074	536.2858	572.1032	599.3948	642.2874	652.7467	677.7354	699.7193	733.6306	761.5731	791.4992	814.8462	793.3567	820.3043	849.5892	842.6955	852.8448	855.0717	878.5813	878.2785	887.4799	896.022	888.2412	866.4991	917.8442	891.884	885.1677	887.4783	878.6529
18.8151	19.821	21.4759	20.7487	20.1208	21.6902	21.1721	21.8779	23.697	23.1542	21.9266	21.4365	21.5016	22.3341	23.0853	23.1756	24.0474	24.3076	23.9177	24.8771	26.4843	25.4477	25.739	25.6693	26.8143	28.4966	28.2898	28.7692	28.7069	28.6053	30.2266	30.4985	32.2715	32.7497	33.6154	33.7262	33.3445	33.5535	31.6892	33.8818	32.9112	32.7654	33.2328	32.1627
39.6595	43.4468	45.9886	45.1241	42.3188	45.3821	45.1167	47.4912	49.0132	46.7665	43.5309	41.4779	40.9621	42.7221	44.1067	45.6989	46.6634	47.2403	47.6903	47.9418	50.0825	50.6343	49.4368	52.4614	53.3974	56.2319	56.2357	57.1691	57.398	58.118	57.9568	55.7011	58.0029	58.2853	58.2152	57.7025	56.709	58.4193	56.1049	60.3558	56.2103	53.8185	55.7687	52.7747
45.3842	45.5271	45.1592	41.8984	43.6842	44.9434	48.0455	45.3705	48.4053	46.9595	47.0524	47.7949	47.9706	48.9752	49.2488	50.0557	51.5116	50.4946	49.1011	49.5685	44.8344	43.5716	42.243	40.9553	41.5135	42.8386	43.1216	41.7684	38.9027	40.8976	42.002	42.4544	44.4211	45.4817	44.9383	45.9882	46.0251	44.9727	42.1386	44.3895	42.7963	42.6116	41.9519	41.2079
18.5052	19.2605	18.9915	17.6061	17.4728	18.9997	19.4892	19.8792	20.5697	19.1352	17.3183	17.5151	16.5353	17.1416	19.2996	19.5784	19.5844	18.6823	17.5238	17.3598	19.2504	18.4199	18.9152	19.5782	19.3972	21.9483	20.3375	20.0081	19.1727	18.6332	19.2056	19.0044	20.0952	19.441	18.901	20.2711	19.7846	19.236	18.3875	19.4768	17.994	17.2868	17.5486	16.2113
-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	9.7802	9.1202	6.5665	5.4375	5.4879	5.207	5.7237	5.6134	5.1221	4.8141	4.7144	4.916	4.7116	5.206	5.3049	5.211	5.0843	5.6894	5.4893	4.8696	5.6225	5.6253	5.5214	6.0935	6.0372
18.1681	19.4316	21.0326	20.5628	19.7024	21.0758	21.4021	22.1683	23.6497	24.5986	23.6858	23.1958	23.4236	23.9722	25.8341	26.9642	29.3989	27.653	28.5632	28.3806	28.7928	27.1309	28.4593	30.3903	28.9198	31.1072	32.2625	32.5666	32.4596	32.4144	33.2584	34.9926	36.8926	37.3022	34.425	37.4529	36.8883	35.436	33.4656	36.6252	35.2266	33.9768	33.266	33.9343
158.571	167.3938	180.1353	174.3533	164.9619	176.0929	172.8159	184.2754	191.9846	191.7702	187.3081	182.7727	187.5414	194.2806	203.8235	206.99	212.1482	211.2361	219.9352	224.011	236.7611	232.6979	236.5395	227.5858	237.0573	250.4804	242.8116	249.871	249.4598	251.9023	260.524	261.1562	265.8448	269.74	270.8598	266.5	263.4605	264.6189	253.2283	261.2056	251.3784	251.9141	253.0082	242.6417
305.0493	316.1181	334.6963	328.368	313.5121	337.9912	338.9078	350.1544	366.0451	357.1757	344.9556	333.5329	333.4553	346.2622	357.2058	356.671	359.34	361.7453	355.5388	351.2024	344.2911	337.8964	334.583	332.985	336.4882	347.8557	344.8215	342.7353	334.9635	336.5789	346.6764	338.8958	337.1111	339.5041	337.0116	346.3645	327.8983	331.4646	310.4508	326.8689	310.6494	311.8067	317.7057	306.0703
