0	1	296.3372276	291.2877732	290.1205666	293.0466469	308.9210137	316.4642615	326.7530652	334.3845058	347.4128631	354.0081411	357.6346425	354.9187608	353.727104	354.3842757	360.4493766	368.3360058	377.5075196	382.0655943	386.5917401	386.404588	399.5566734	405.2371594	407.0435921	422.8015007	445.0974275	460.9511865	473.35079	482.0247904	495.0431569	492.7499013	517.8746001	533.3257185	545.3507695	553.3996895	562.5187719	567.7550411	563.9658015	578.3997358	600.7704702	611.0572816
0	2	80.11419429	80.46072857	83.39892921	83.68635267	87.66942309	91.6797626	94.04460315	96.27315619	98.48448231	99.69778782	99.11074086	94.63565456	92.56405949	89.79400597	91.52288397	93.03955527	95.01504398	95.15016779	94.85931554	93.43483869	96.35223567	100.6225304	101.5387426	109.1810122	117.9374384	125.8422496	132.8215635	138.7459958	143.3257625	145.0651249	156.2100119	164.6660959	169.2252459	171.8978507	171.4265758	167.6027509	157.7775842	162.0934774	168.3090212	171.8448965
0	3	54.76104559	55.57353675	55.49552266	56.11595159	61.75859753	64.12452282	65.3286482	68.45609011	71.85293771	74.2753347	75.71061056	76.54630923	76.98422316	78.26171644	79.09593182	80.25938903	82.4726728	82.67449658	84.25456348	86.17767363	89.2842322	91.07169453	93.01543994	96.01774543	98.69077145	102.0536676	105.9648832	108.2462931	111.6555853	109.5574742	116.9456786	121.0026432	123.5331909	125.0319149	126.9900527	129.6445152	130.8761048	137.1953648	144.7848107	149.425893
0	4	133.1111089	125.4389495	119.7628055	119.2691964	122.5538266	121.1347896	126.5488452	127.4162416	132.4853032	134.512245	136.200485	135.6845938	135.9723351	136.1661791	138.7996232	141.7986045	145.3328825	149.4174607	152.3048414	150.2061427	156.3524197	155.5993789	153.9355719	159.0263752	166.9633666	169.770238	169.4516309	169.0495134	171.5492793	168.7490296	170.9801374	173.0019285	177.7009299	177.6257079	182.2771291	187.4358532	188.5474168	188.9085976	193.2082867	192.1334153
0	5	28.35087884	29.81455837	31.46330923	33.97514631	36.93916644	39.52518651	40.8309687	42.2390179	44.59013993	45.52277359	46.61280615	48.05220318	48.20648623	50.16237419	51.03093754	53.23845694	54.68692036	54.82346924	55.17301962	56.58593297	57.5677858	57.94355558	58.55383765	58.57636789	61.50585101	63.28503125	65.11271246	65.98298804	68.51252981	69.37827265	73.73877214	74.655051	74.89140285	78.844216	81.82501432	83.07192176	86.7646957	90.20229593	94.46835162	97.65307676
0	6	7.575700462	8.527153469	9.507686428	10.7183441	12.99460788	15.29861514	16.24790514	17.64388834	19.22689701	19.7399808	20.35692144	21.18296968	21.27974038	22.00842193	22.40588202	23.25795742	24.10796693	23.88021511	24.30751027	25.08408485	25.65052128	26.38297596	26.67180182	26.29536421	27.24894845	27.30488987	27.67041887	27.1630239	27.0304034	26.64169141	27.37991816	26.24755314	24.47410882	24.65192136	25.13831535	25.43752789	25.71219738	25.89828117	26.51324356	27.65989087
0	7	20.77517837	21.2874049	21.9556228	23.25680222	23.94455856	24.22657137	24.58306356	24.59512956	25.36324292	25.78279279	26.25588471	26.8692335	26.92674586	28.15395226	28.62505552	29.98049952	30.57895343	30.94325413	30.86550936	31.50184811	31.91726452	31.56057961	31.88203583	32.28100368	34.25690256	35.98014138	37.44229359	38.81996414	41.48212641	42.73658124	46.35885398	48.40749786	50.41729403	54.19229463	56.68669898	57.63439387	61.05249832	64.30401476	67.95510807	69.99318589
1	1	0.072561156	0.092723655	0.095067867	0.09971282	0.099827343	0.12096783	0.120549769	0.114835081	0.121394396	0.119225624	0.1188327	0.020505266	0.016142546	0.016076218	0.016024056	0.011739326	0.012296322	0.011832376	0.01160289	0.011591797	0.011706709	0.007509175	0.007910394	0.007810977	0.007071475	0.007292053	0.00775063	0.013681757	0.014057641	0.018580139	0.026925794	0.041044212	0.037492263	0.040816563	0.044789507	0.042057997	0.049505118	0.059500543	0.063175856	0.05521031
1	2	0.002355286	0.00247404	0.002869886	0.002869886	0.002929263	0.00298864	0.003166771	0.003305317	0.00273134	0.002513624	0.002078193	0.001860478	0.000158339	0.000138546	0.000118754	9.89616E-05	5.93769E-05	3.95846E-05	3.95846E-05	1.97923E-05	1.97923E-05	0.0005146	0.000415639	0.000692731	0.000672939	0.000653146	0.000692731	0.004809533	0.006867934	0.009896159	0.014349431	0.029292594	0.024542444	0.026660219	0.030032826	0.027016481	0.033607314	0.043364915	0.048392158	0.042335716
1	3	0.06282	0.082713	0.084807	0.088995	0.088995	0.109935	0.109935	0.103653	0.110982	0.108888	0.108890595	0.011517	0.011092442	0.011092442	0.01108773	0.00739182	0.008504205	0.008504205	0.008504205	0.008504205	0.008504205	0.00184874	0.00184874	0.000739496	0.000739496	0.000739496	0.000739496	0.001478992	0.00184874	0.001109244	0.00524668	0.005967683	0.005927011	0.005712559	0.00524668	0.005405671	0.006111883	0.006111883	0.005998338	0.005039074
1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
