2	2.188538244	2.243392533	2.297293326	2.349331429	2.404841463	2.459178759	2.514474645	2.565994977	2.618253031	2.672246371	2.725626399	2.783419973	2.843494022	2.90385467	2.965308515	3.022441739	3.084042217	3.142019307	3.227627183	3.286755504	3.26581491	3.248302432	3.229186275	3.207359621	3.187153448	3.168818027	3.144618943	3.13116726	3.108135106	3.089625251	3.059	3.051524817	3.040887828	3.026518127	3.011955906	2.993205998	2.970827695	2.94808744	2.928639191	2.913487769	2.904534362	2.899194676	2.896109611	2.88929082	2.880121235	2.874947574	2.873600927	2.866811459	-999
3	14.87084256	15.28233597	15.70903857	16.13970946	16.60869363	17.08982851	17.58140278	18.10219092	18.64538493	19.22145877	19.82668395	20.4574473	21.10460091	21.76433973	22.42710714	23.10391207	23.76912557	24.442259	25.09969706	25.75475642	26.39897781	27.03240433	27.63140838	28.20845093	28.76136279	29.26044936	29.7371009	30.19658845	30.61543065	31.04874306	31.44549102	31.85994811	32.26523756	32.69916221	33.15110398	33.63576385	34.17056924	34.72822045	35.33112908	35.98306245	36.65584574	37.38373579	38.14072868	38.92985809	39.73248721	40.54467914	41.38624001	42.22705045	-999
6	6.036294776	6.24865974	6.506304734	6.768279279	7.035258993	7.29156391	7.532705	7.783151057	8.063447619	8.332742947	8.640075342	8.935264228	9.284212	9.604237069	9.956166078	10.30316729	10.67165543	11.08471724	11.43521107	11.84974924	12.23601829	12.67194137	13.08276471	13.4866129	13.9274484	14.40400687	14.89178007	15.36550617	15.86268227	16.37236749	16.94517508	17.52590127	18.11549744	18.77473479	19.4515538	20.12950244	20.88953896	21.68306606	22.5194789	23.34620031	24.2043943	25.1141084	26.03210256	26.95106443	27.89160622	28.84185753	29.81954502	30.8224918	-999
9	24.25868626	24.65576656	25.05316835	25.46064465	25.86732384	26.26160994	26.6573809	27.05837802	27.47085628	27.90046808	28.33991566	28.79849414	29.2603964	29.73345189	30.21410718	30.69588618	31.18853785	31.6643571	32.14377372	32.62452547	33.083123	33.52526733	33.97180788	34.40787894	34.82428446	35.24393068	35.65626048	36.05892742	36.46877665	36.87228543	37.2761454	37.68239393	38.09305281	38.49363262	38.88991116	39.29297229	39.68806501	40.0796587	40.48785783	40.79252813	41.25815859	41.73211361	42.20181299	42.67214984	43.1282781	43.59413422	44.04288427	44.49184117	-999
10	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.53810287	3.504922921	3.443143457	3.362261791	3.283344785	3.216835721	3.166678524	3.13156746	3.10911553	3.089234984	3.069281614	3.04982716	3.034750522	3.018659908	3.000440693	2.981837545	2.95867712	2.932541565	2.908615554	2.888684032	2.87722317	2.877349138	2.883654825	2.898117192	2.911768632	2.925163417	2.93598147	2.944983466	2.95125547	-999
12	13.19753319	13.4088036	13.61421103	13.83162918	13.96850848	14.10958692	14.28191908	14.43064771	14.60227025	14.80658996	14.92346607	15.18381531	15.39443858	15.57923371	15.78771132	16.01745687	16.26423146	16.53180331	16.81365701	17.06513412	17.28379984	17.47931364	17.63507212	17.80648986	18.004928	18.22448087	18.42308838	18.60823819	18.81252117	19.0290642	19.27543708	19.49511631	19.72057529	19.93314023	20.17748374	20.45106276	20.82793108	21.24908786	21.69221368	22.03240517	22.34057089	22.73337545	23.12776917	23.47550208	23.81673034	24.19123131	24.60162295	24.99370768	25.37058481
13	7.501082253	7.543771476	7.586240237	7.599139397	7.578682389	7.566392987	7.568242111	7.561784557	7.54909464	7.549344306	7.56930715	7.574210743	7.561628042	7.561225041	7.564514224	7.569773087	7.57483343	7.58480458	7.619648322	7.67775058	7.755464698	7.840789585	7.905981996	7.935454661	7.948351442	7.958959366	7.968464277	7.976593904	7.992317898	8.011958139	8.041705139	8.08220662	8.118310406	8.169314825	8.22532011	8.267853312	8.294710154	8.321807352	8.340572323	8.361311391	8.38859937	8.425867313	8.477169158	8.543772933	8.629701727	8.739430272	8.795351989	8.83800115	8.875668656
14	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.158841119	7.270869972	7.381953209	7.494404413	7.597660502	7.685759734	7.763975337	7.838208234	7.913069319	7.984168268	8.050043337	8.111176138	8.1725836	8.234436391	8.306933919	8.391697224	8.483777778	8.581043716	8.762606448	8.946249909	9.054434783	9.174445023	9.296893822	9.41581272	9.533642724	9.648029753	9.757489593	9.85471881	9.941170896	-999
16	0.220006843	0.228999514	0.239996289	0.252006039	0.267005105	0.283994404	0.302995333	0.322998355	0.342991879	0.360000249	0.374000482	0.386004362	0.396008933	0.407005074	0.418995718	0.433004119	0.448998039	0.465005374	0.480996393	0.495995263	0.510010215	0.522991112	0.535990336	0.550009731	0.563999329	0.578989853	0.594999751	0.614012026	0.636991228	0.665006674	0.698009774	0.734997436	0.778989473	0.829991182	0.888985951	0.95798543	1.036011462	1.115005481	1.184989205	1.241029967	1.27798211	1.299978235	1.315021287	1.335994016	1.371996989	1.425976522	1.493978453	1.56896705	-999
17	65.45304545	66.9752093	68.30528	68.34926316	69.99450794	72.03749231	73.89256923	75.22268116	77.03204054	79.29936145	81.71905128	83.9685	85.78194667	88.75938889	90.64785882	93.65071429	95.92566327	98.59822222	100.9203846	102.9186577	105.4127157	107.7811835	110.576823	113.2075882	115.283028	117.4056268	120.1373526	122.4574903	125.3157325	127.7220061	130.0729424	132.750275	134.9264272	137.0598111	138.9575826	140.811248	142.405771	144.4586502	145.864149	147.6316627	149.2422139	150.8390447	152.6423112	154.5267181	156.1571498	157.8866645	159.6660205	161.3530945	-999
