1	2	6	3	0	14.0731597900000	1.93770754000000	2.75480260700000	9.02927505500000	14.7518101400000	20.5182866800000	22.4326766700000	26.3873163100000	23.6706336100000	20.1590727800000	13.5469470100000	7.13925581300000	3.95087945600000	13.4399263700000	0
2	2	7	2	1	14.0592728200000	4.30611532600000	7.21090750600000	9.24850673700000	13.0787665300000	15.3039639400000	17.9403958600000	22.4871206900000	23.4291936900000	19.1929254100000	15.6841939400000	11.3888899900000	6.43371027000000	13.7128021700000	0
3	2	2	4	2	24.8866972000000	12.9978051600000	15.7402672100000	19.7312213000000	25.0549881100000	29.7350519500000	31.6299410500000	35.6967979300000	34.7040006600000	31.8747290100000	25.7737133400000	18.8990608800000	14.3987951600000	18.0938872300000	1
4	2	11	3	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0
5	1	7	1	0	9.25274979800000	1.50253333400000	2.27971477900000	4.26077797000000	7.22876657200000	10.4538062700000	13.1696708000000	18.2215366300000	17.9939312400000	14.2590579600000	10.7718974000000	4.40186310400000	3.42924457400000	9.12724528700000	0
6	2	1	4	3	22.7676766200000	22.8592931600000	23.1725293300000	23.1589362100000	22.9041622500000	22.0867044700000	21.0667166800000	20.1166926200000	22.7545560600000	24.7411574600000	24.8888166700000	23.8796469000000	22.6418245500000	22.2074460000000	1
7	2	8	4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0
8	1	8	4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0
9	2	12	4	4	15.1987410400000	22.3496149400000	21.9200882400000	18.5694406200000	15.3750875800000	11.2395900400000	9.65510865500000	8.03528690300000	10.1891629500000	12.6680332000000	14.9218375800000	18.3987197500000	21.0413417700000	16.3524716500000	1
10	2	6	2	0	7.48390110400000	-5.13075493300000	-3.17709648300000	1.36225957100000	6.07405514800000	11.9079483500000	13.9469006000000	19.0030523000000	18.9601970300000	14.6786179500000	9.24949479900000	2.20485673900000	-1.99354685200000	8.37385315100000	1
11	1	8	4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0
12	1	11	1	5	23.5123870800000	29.9825788400000	29.1304210000000	27.8881761200000	24.4534807000000	19.8569710800000	18.0519685500000	16.3000821300000	17.0061896500000	20.5611133900000	24.5646717700000	26.8695921500000	29.5699490600000	16.5824096300000	0
13	1	7	1	6	7.27595701700000	-3.32746468100000	-1.06888630800000	2.30538228600000	7.17503300200000	10.5346700000000	13.1876654600000	16.4951861200000	16.7293243900000	12.0962820000000	8.12337685000000	2.70902955600000	-0.733789198000000	8.81472063200000	0
14	2	6	2	0	14.3759151200000	4.10486405300000	4.73056495600000	7.94408640600000	11.3076010300000	17.8144413600000	20.2902951400000	25.4683545400000	25.4766239500000	21.1727740300000	15.5262041200000	9.42417079400000	6.16977581500000	14.0359602800000	1
15	1	8	4	0	26.3062891100000	23.3733281100000	23.7698962500000	23.5468470300000	25.0409886200000	26.4499639600000	27.3930017700000	29.0392521700000	29.2322658500000	28.8464971300000	27.6624511600000	25.6402980000000	24.6138754200000	25.9680202000000	0
16	1	6	4	7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1
17	2	5	3	8	26.3339447500000	19.4785261500000	23.1079482100000	26.7316861200000	29.5930573200000	30.1457168300000	30.1077615800000	28.8128477500000	29.2074529400000	28.5963347100000	26.3690549400000	23.3666351300000	20.4211155600000	26.8620844700000	1
18	1	8	4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0
19	2	7	2	0	7.83405481200000	-5.15614949100000	-2.29749618700000	1.75765446300000	8.42384191900000	14.1979223300000	15.9682085900000	17.9507869200000	18.1934381900000	13.5517152900000	7.64717868200000	1.96673805800000	-0.524483772000000	7.96791180700000	0
20	1	7	1	9	10.7110300500000	3.24074953100000	4.14667031300000	6.74729465200000	9.63190459100000	13.3946791500000	15.2199101800000	18.3268532400000	17.9776174400000	14.9270627500000	11.4352288400000	6.46114231200000	4.88011391800000	10.9566687400000	0
21	2	9	4	0	25.3669695000000	21.9389167100000	23.1978119200000	24.4719587200000	26.3246785100000	27.6329140000000	27.3807966900000	27.1485383900000	27.2015417900000	26.9544313300000	25.5006586100000	23.7406439500000	23.0341665100000	26.0342691800000	0
22	2	3	4	10	28.6920014900000	27.7212227400000	29.6204008600000	31.8539384400000	32.4714143300000	31.2905706800000	30.0923569700000	26.4059682200000	25.2258092300000	26.0743276300000	27.8553003000000	29.0348699700000	27.9703228900000	28.0509544200000	1
23	1	8	4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0
24	2	5	3	0	5.94094934000000	-2.57106154600000	0.136913861000000	1.85055227200000	5.87412462300000	8.31939731500000	9.95538711400000	12.1389384200000	12.6362782300000	10.9258623300000	6.61648709200000	3.29110819600000	0.236614940000000	10.0805723400000	0
25	2	12	4	11	20.4678741300000	21.8875256500000	21.2016569500000	20.9326582100000	20.3699907200000	18.5299544600000	17.7831011200000	17.8033123600000	19.5868487800000	21.9265234900000	22.4204119900000	22.1208804200000	21.8607024800000	15.1982997400000	1
26	2	7	2	0	10.6713020900000	-0.471000488000000	2.84464998000000	5.90875051400000	10.8233594900000	13.3587340000000	16.0157498000000	19.9800141000000	20.5681100900000	15.3979188600000	11.5675941100000	7.09616982400000	1.90408424900000	10.7261889500000	0
