2	8.289206009	9.037406504	10.03523529	9.812243437	10.40367866	11.13656667	11.83423389	12.62815506	13.36301996	13.73297581	14.50060298	14.92430318	15.10082313	14.90325413	15.16395186	16.01754839	15.89467912	15.66884464	17.22756171	15.585	11.20942941	10.42625854	11.42347977	12.32403636	14.00415909	15.27266393	13.59673333	14.78752941	16.69512571	17.82338728	19.30650299	20.27202162	21.3541676	22.51185393	23.75890683	25.11517881	26.591	28.74956589	29.65535433	30.70542969	31.61729771	31.97093578	32.26727434	32.984144	33.55088596	34.66210377	36.183425	37.41812174	-999
3	107.4418375	135.8190704	140.9785513	151.1820886	159.4434588	173.3131522	182.7015876	199.291713	214.1259683	215.0121318	221.5119172	236.0183272	248.9840417	263.2783032	273.2029416	273.3740347	272.4518844	269.2633641	281.5159205	282.7331547	280.641441	284.7506632	279.3086207	275.8159646	286.7194922	298.3293641	302.6754649	317.8149227	327.5521882	339.8207735	350.0931333	370.3718967	395.5150824	414.5588701	437.7069492	446.1849116	461.3026848	471.7406378	477.9566447	495.5594819	511.9052687	528.1110845	543.8187465	562.4386804	585.1187803	603.1977264	609.9635561	618.3790135	-999
6	49.0220303	50.11945833	53.63734146	51.22356818	50.14876923	45.10595349	45.65275758	47.70783333	48.84588462	50.15367925	47.60192453	47.78423913	50.45767391	53.05197619	55.24696078	56.56228571	59.36108333	61.81861538	62.35426415	60.34256923	60.80930303	57.21008824	43.56425773	44.00894737	50.82614286	57.41871233	61.90725714	64.37617241	65.87419444	68.13794118	70.88333803	80.92842647	83.11816471	91.86209524	105.977431	117.9013714	134.0412083	149.5857089	150.7825978	157.8300417	164.7380714	178.8015326	187.2794951	195.4581869	197.5442202	193.3183964	192.6099184	188.0172	-999
9	347.7766553	353.3993207	363.0088787	383.8164141	382.3916154	375.5968979	402.188869	383.2699367	421.8652203	429.0016927	406.2054578	403.8188844	420.4875714	427.5371689	405.1500977	430.025318	441.3735045	438.4502894	406.0266154	396.1944492	431.5189957	465.8003733	503.9972077	534.35436	518.6631353	548.6578419	591.8240098	613.8685673	593.2031284	589.9565668	563.9967488	503.1512599	546.559793	595.5681515	647.6324475	702.4995888	763.8514541	793.3817317	749.1250936	824.5474467	873.3678571	863.22877	886.8711	864.2702587	884.6608374	868.267561	891.9248718	868.8330609	-999
10	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	14.14484604	12.4861557	7.269119372	6.629365229	6.986751958	7.467909091	7.906279605	8.177772021	8.755269333	9.048407407	9.586131653	10.51217021	11.86649388	13.53407438	15.00220346	17.06547521	19.30708837	22.00751376	23.43697778	20.13903302	20.54950761	21.53370968	23.14286383	23.83042727	24.69509434	25.507425	25.58279688	27.47606915	29.00481183	-999
12	294.9893066	302.9021367	315.468498	319.5362481	327.49525	339.3408302	342.5163741	356.5123825	366.8752546	379.3203835	391.987828	383.6026014	401.1123499	421.9981481	439.3773633	450.21425	476.0042936	494.4604661	512.6470464	510.2106306	511.8377039	533.312499	554.577567	575.1347218	598.1637191	621.4318256	650.4219957	683.0087089	710.1625162	722.7756436	752.7207108	775.4724044	805.4850718	832.5530714	856.0073021	887.1749306	920.4536884	937.3439098	957.7006005	980.4702046	1020.796834	1045.922121	1072.665934	1096.39029	1125.214589	1153.261973	1188.189839	1207.818953	1230.07193
13	160.4191848	170.2955439	178.768113	185.9440327	185.3512959	193.3633763	203.6818175	202.5131509	213.4203969	217.421116	217.5297511	221.23428	227.6503041	228.566	233.99564	239.0786667	242.5349444	250.4494925	259.7750206	271.6885169	281.0003256	286.3909021	288.9574974	295.7001	303.8216786	310.1263137	317.0397107	328.4944167	339.4748066	351.2515284	355.8670699	361.6679412	365.3647638	375.6640761	383.7069433	396.4026813	411.378125	418.2723049	401.4167756	409.2035808	421.5536646	422.9223667	424.476	428.0369645	429.735007	440.4672857	451.5360282	462.1676541	468.2908761
14	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	67.1905804	66.74285769	51.62877007	39.7020255	31.90580345	28.1254735	28.49787579	30.16495293	33.15096465	35.6361148	39.57354638	43.49174411	47.60225	52.4150565	57.33174686	73.27901263	98.64526846	123.5908657	136.5471564	149.5223841	156.8831733	154.677924	157.8947869	167.3981705	172.0316536	173.068309	167.9644866	167.4231033	170.0377198	-999
16	5.270947177	5.376640065	5.217425428	8.905991182	9.775381308	12.09453617	13.87037885	15.00526966	14.83849896	15.94626652	15.10190661	13.96302916	14.85450351	15.57965647	14.84461501	15.01613057	16.58428448	17.7304676	17.79353206	18.60587108	20.69492153	22.0651087	24.91069098	24.82651402	25.83030326	26.89540458	27.70079923	29.03895292	30.30347835	31.87750302	32.707342	33.786778	35.88659319	38.42160043	41.04772854	43.66130859	47.34336439	50.23668571	51.53330947	53.79277053	54.87918455	56.86484314	59.942125	62.51608211	64.39572163	66.6043191	69.17362877	70.36945221	-999
17	84.70394118	73.84446154	75.89475556	82.89165957	80.17552727	85.13521818	87.32758182	92.68508929	98.28225862	98.23652239	106.2347667	107.5846406	112.8709825	118.3458519	122.3026667	127.1972388	130.5654861	133.7153973	138.1015789	146.4611667	151.4379859	158.7587703	166.6024133	172.714141	183.1719222	189.4499886	199.376883	208.5814396	218.6063333	230.1803187	243.5679608	252.8576667	264.7128	277.9624206	295.9281852	314.3108214	336.1289369	358.6122632	376.5040427	396.0277937	423.0487953	451.3294252	478.686288	504.375208	541.1858473	578.9177698	618.3890317	666.4013984	-999
