2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	24195.66992	25478.49805	26841.97266	28242.49023	29784.92578	31313.83008	32858.25	34542.07813	36206.10938	38115.27344	39936.03516	42014.67578	44387.78906	46400.07031	48571.44922	50552.80859	52593.05078	54594.53516	56584.9375	58894.53125	61056.90234	59704.40234	58528.24609	58332.19922	58954.85156	59727.85156	60936.03906	61219.60938	62256.11719	62443.04688	64886.50781	67135.78125	69969.47656	73819.27344	78298.45313	83766.80469	108180.1016	118847.3828	132814.6875	147522.8125	163120.375	173394.25	163361.375	170890.8594	211204.3906	209133.0781	219219.4531	217175.75	224225.0156	229818.3281
3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	427421.75	442648.3438	445302.75	450132.5	450439.9375	450845.1563	447855.4688	450973.4063	458265.7813	470862.3438	491989.8125	508130.625	527393.3125	548999.375	580054.25	619113.125	660831.3125	714133.875	776806.375	830916.8125	882873.5625	940377.5625	998644.375	1054845.375	1115894.5	1181126.625	1237837.125	1276984.25	1313681.375	1355378.125	1393288.375	1411605.5	1437515.375	1462158.25	1485824.5	1508402.375	1532841	1560638.375	1595513.375	1627314.375	1658962.75	1700578.125	1751035.125	1807388.625	1869723.75	1942416.125	2015205	2094010.125	2187894.5	2283256.75	2383546.25	2474707	2309707.75	2358042	2459741	2490573.75	2414112	2305217	2395167.25	2487455.25
6	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	117665.375	124875.6016	131892.4531	139471.6719	147591.6875	154499.9531	160158.7656	166377.5469	171251.2656	176409.9844	180757.2969	186040.4063	192321.4219	195526.0781	199768.9375	202318.2344	203324.0938	205178.7188	205934.4844	205976.7344	205150.375	211975.3281	228045.5938	238812.8125	248751.4844	262873.25	286898.125	301459.9375	325978.3125	342108.7813	343557.875	345280.3438	348801.5938	356889.25	368675.7813	383938.625	413600.4063	475123.8125	581048.6875	731489	906812.8125	1046118	1107735.25	1103819.375	1219780.25	1204097.5	1149589.375	1351656.125	1360817.375	1371321.25
7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	377.7881165	409.140564	445.2722168	482.3410339	519.4974365	556.3358765	592.3898315	629.3180542	668.5386353	713.7346191	759.0333252	810.0662231	859.5924683	899.6386108	938.9957275	985.3182983	1059.719238	1152.943481	1218.353271	1298.608276	1395.839111	1447.727295	1531.174194	1593.196167	1659.4198	1730.008057	1803.904297	1874.593506	2000.181274	2174.018066	2330.955322	2437.194824	2495.150146	2567.62793	2702.893555	2890.050537	3147.699219	3543.586426	3978.468506	4073.150879	4100.594727	4075.667236	3655.837891	3300.050293	3035.810059	2850.427002	2621.856201	2237.237305	2370.392822	2385.741943
8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	683.2003784	700.2140503	716.5092773	729.0301514	746.8756714	763.9904175	773.0881958	762.2550659	751.3302612	778.0383911	795.1596069	820.9956055	821.178833	815.6272583	823.3793945	841.7409058	876.2828979	932.0444336	998.6998901	1074.608154	1138.696167	1198.192505	1247.675659	1288.4198	1331.741821	1386.863159	1453.814819	1526.630981	1639.598877	1803.803589	2014.592896	2176.896484	2406.188965	2712.433594	3138.087891	3794.270996	4862.887695	6320.828125	8258.066406	10563.45605	12565.77539	13455.83594	12685.4375	11986.78711	11352.88574	10892.72754	10399.88281	9718.626953	10382.6123	10975.73145
9	59449.36719	65330.94141	69985.5625	74549.84375	78962.32031	83983.25	88195.98438	91419.375	96986.04688	100411.3672	107962.9609	116128.4688	122319.6875	126199.75	132449.8125	138598.125	144098.4688	149583.0625	155984	165282.2656	175525.125	186537.1563	196171.4219	204491.2813	213876.8281	222502.5625	229548.1094	242399.9531	251840.1406	264545.25	277379.25	288231.9688	300059.4688	315382.4063	336801.4688	363683.5	400195.2188	450024.75	514488.9063	593162.75	688641.75	820000.5625	1005502.375	1246331.5	1529539.875	1785510.25	1927902.375	1980085.875	2011836	1998675.375	1958924.125	1908897.625	1804633.125	1784050.25	1797717.625	1847660	1943604.5	2122918.25	2376898.25	2614003.75	2876207.25	3099233.75	3156028.75	3166597.5	3204576.5	3234959.75	3183677.75	3316644.25	3361086.5	3374818.5
10	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	58440.26563	60260.03516	59635.79297	58694.56641	58528.97266	58139.16797	57963.1875	57377.79688	56175.67188	54096.86328	51764.67578	49573.98047	48076.30859	47382.79688	47319.32031	48414.00781	50119.38672	51722.70703	53598.26953	53848.50781	54532.48828	55731.41797	61172.03906	66889.35156	94606.44531	80520.22656	87297.3125	95323.90625	97055.13281	98945.86719
11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1313.093384	1440.541504	1580.743164	1732.009155	1902.454834	2084.919434	2278.651367	2494.073486	2724.651855	2983.342529	3263.031006	3584.26709	3928.567871	4278.736816	4671.884277	5117.105469	5592.875	6155.543945	6851.080566	7645.857422	8407.942383	9223.22168	10109.2832	11047.23828	12078.2627	13159.66113	14112.38965	15278.19629	16680.45313	17997.32617	18856.41211	19783.58594	20915.60156	22329.81641	23898.25	25921.63477	28037.54297	30025.5332	32061.74609	33503.96484	34614.17578	35534.96094	32822.875	28567.58203	26377.2168	23630.02734	20386.87695	18128.18164	18285.02734	18458.13477
12	488582.4063	525233.5	536686.5625	557550.4375	586374.9375	615937.6875	637356.75	658734.625	687579.125	718960.0625	744405.6875	760936.625	788224.25	821048.75	863141.1875	896798.4375	931355.5625	970226.375	1012568.625	1064786	1116206	1161893.75	1208341.25	1255666.25	1284884.75	1312046.875	1346795.75	1385536.5	1431094	1484589.5	1535867.125	1602208.25	1648038.25	1689566.875	1742347	1795768.875	1849092	1923072.625	2025909.625	2141520.25	2247378.75	2368301.25	2515180.25	2680929.5	2862218.75	3020165	3139764	3236536.75	3337077	3443201.5	3387999.25	3346541	3318803	3457221.75	3613358.5	3796032	3904559.25	4011202.75	4103279.25	4165241	4241993	4348664	4862428	5402773.5	6004095.5	5897907.5	6006131.5	5693317.5	5795476.5	5899094
13	124693.7109	131125.9219	134161.5469	134720.875	137733	144769.0938	150143.7813	155974.7344	161176.1406	166653.3125	176051.7344	185864.6563	194055.8281	201935.8281	213113.4375	222430.6094	235490.7813	247181.1875	258694.0313	272342.0625	289522.3125	310010.1875	331518.0938	353166.2813	373988.5313	392269.25	409228.3438	426833.75	439898.0313	456838.7813	476008.625	508274.625	554122.625	613216.9375	680575.75	734954	771044.3125	813302.3125	865317	925880.8125	992590.125	1067434	1140226	1206464.5	1266279.5	1308685	1335529	1324891.5	1314042.625	1295630.5	1281770.25	1248426.875	1204511.125	1232563.75	1267787	1303561.5	1423073.875	1527605.375	1680925.25	1866903	1974955.375	2107997.25	2366319.75	2448908	2550435.5	2696989.25	2797338.25	2802257.25	2835065	2875459.75
