3	0.0133
3	0.036
6	0.104
2.5	0.014
2.5	0.019
2.5	0.017
2.2	0
2.2	-0.0003
2.2	-0.0007
2	-0.0008
3.5	-0.0001
2.5	0.015
1	-0.023
3.1	0.0222
1.24	0.0032
0.84	0.0032
2.5	0.0058
3	-0.009
3	0.0105
3	0.0249
4	0.178
1.92	0.005
3.1	0.0214
5.5	0.0605
3	0.0225
2.5	0.011
3.4	0.028
2.5	0.011
0.25	0.0017
1	0.003
2.5	0.011
2.5	0.013
3	0.01
4	0.025
2.5	0.015
